Thickness of SUS flat deg [mm]1	138Sn 50+	Thickness of SUS flat deg [mm]2	138Sn 50+	Thickness of SUS flat deg [mm]3	138Sn 50+	Thickness of SUS flat deg [mm]4	138Sn 49+	Thickness of SUS flat deg [mm]5	138Sn 49+	Thickness of SUS flat deg [mm]6	138Sn 49+	Thickness of SUS flat deg [mm]7	138Sn 48+	Thickness of SUS flat deg [mm]8	138Sn 48+	Thickness of SUS flat deg [mm]9	138Sn 48+	Thickness of SUS flat deg [mm]10	138Sn 50+	Thickness of SUS flat deg [mm]11	138Sn 50+	Thickness of SUS flat deg [mm]12	138Sn 50+	Thickness of SUS flat deg [mm]13	138Sn 49+	Thickness of SUS flat deg [mm]14	138Sn 49+	Thickness of SUS flat deg [mm]15	138Sn 49+	Thickness of SUS flat deg [mm]16	138Sn 48+	Thickness of SUS flat deg [mm]17	138Sn 50+	Thickness of SUS flat deg [mm]18	138Sn 50+	Thickness of SUS flat deg [mm]19	138Sn 49+	Thickness of SUS flat deg [mm]20	138Sn 50+	Thickness of SUS flat deg [mm]21	138Sn 49+	Thickness of SUS flat deg [mm]22	138Sn 48+	Thickness of SUS flat deg [mm]23	138Sn 50+	Thickness of SUS flat deg [mm]24	138Sn 49+	Thickness of SUS flat deg [mm]25	138Sn 50+	Thickness of SUS flat deg [mm]26	138Sn 49+	Thickness of SUS flat deg [mm]27	138Sn 50+	Thickness of SUS flat deg [mm]28	138Sn 49+	Thickness of SUS flat deg [mm]29	138Sn 50+	Thickness of SUS flat deg [mm]30	136Sn 50+	Thickness of SUS flat deg [mm]31	141Te 52+	Thickness of SUS flat deg [mm]32	139Sb 51+	Thickness of SUS flat deg [mm]33	141Te 51+	Thickness of SUS flat deg [mm]34	136Sn 49+	Thickness of SUS flat deg [mm]35	137Sn 50+	Thickness of SUS flat deg [mm]36	138Sb 51+	Thickness of SUS flat deg [mm]37	139Sb 50+	Thickness of SUS flat deg [mm]38	138Sb 50+	Thickness of SUS flat deg [mm]39	137Sn 49+	Thickness of SUS flat deg [mm]40	135In 49+	Thickness of SUS flat deg [mm]41	141Te 50+	Thickness of SUS flat deg [mm]42	136Sn 48+	Thickness of SUS flat deg [mm]43	139Sb 49+	Thickness of SUS flat deg [mm]44	136Sn 50+	Thickness of SUS flat deg [mm]45	136Sn 50+	Thickness of SUS flat deg [mm]46	135In 48+	Thickness of SUS flat deg [mm]47	138Sb 49+	Thickness of SUS flat deg [mm]48	137Sn 48+	Thickness of SUS flat deg [mm]49	136Sn 49+	Thickness of SUS flat deg [mm]50	136Sn 49+	
1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	1.965000	0         	
1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	1.966000	0         	
1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	1.967000	0         	
1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	1.968000	0         	
1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	1.969000	0         	
1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	1.970000	0         	
1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	1.971000	0         	
1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	1.972000	0         	
1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	1.973000	0         	
1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	1.974000	0         	
1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	1.975000	0         	
1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	1.976000	0         	
1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	1.977000	0         	
1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	1.978000	0         	
1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	1.979000	0         	
1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	1.980000	0         	
1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	1.981000	0         	
1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	1.982000	0         	
1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	1.983000	0         	
1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	1.984000	0         	
1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	1.985000	0         	
1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	1.986000	0         	
1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	1.987000	0         	
1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	1.988000	0         	
1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	1.989000	0         	
1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	1.990000	0         	
1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	1.991000	0         	
1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	1.992000	0         	
1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	1.993000	0         	
1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	1.994000	0         	
1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	1.995000	0         	
